travel2csb,age,dependency_family,dependency_single,occupation1,occupation2,occupation3,fullyowned,purchasing,renting,numberofschool,_1bed_unit_median_price,_1bed_unit_days,_1bed_unit_clearance,_1bed_unit_sold,_2bed_unit_median_price,_2bed_unit_days,_2bed_unit_clearance,_2bed_unit_sold,_3bed_unit_median_price,_3bed_unit_days,_3bed_unit_clearance,_3bed_unit_sold,_2bed_house_median_price,_2bed_house_days,_2bed_house_clearance,_2bed_house_sold,_3bed_house_median_price,_3bed_house_days,_3bed_house_clearance,_3bed_house_sold,_4bed_house_median_price,_4bed_house_days,_4bed_house_clearance,_4bed_house_sold,name,post
1 hour 42 mins,40 - 59,50.0,50.0,Construction,Manufacturing,Retail trade,22.0,65.0,13.0,2,,,,,,,,,,,,,,,,1,451000.0,26,,34,608000.0,33,,28,Cockatoo,3781
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Nangana,3781
2 hours 34 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Mount Burnett,3781
1 hour 31 mins,40 - 59,54.0,46.0,Manufacturing,Construction,Health Care/Social,35.0,53.0,13.0,3,,,,,,,,,,,,1,484000.0,,,10,579000.0,29,,34,675000.0,48,,38,Emerald,3782
1 hour 56 mins,40 - 59,56.0,44.0,Manufacturing,Construction,Retail trade,33.0,54.0,13.0,0,,,,,,,,,,,,,,,,,,,,9,,,,6,Avonsleigh,3782
1 hour 36 mins,40 - 59,55.0,45.0,Construction,Health Care/Social,Retail trade,30.0,57.0,13.0,0,,,,,,,,,,,,,,,,,,,,4,,,,3,Clematis,3782
--,40 - 59,57.0,43.0,Construction,Manufacturing,Retail trade,38.0,53.0,9.0,0,,,,,,,,,,,,,,,,,,,,2,,,,4,Macclesfield,3782
1 hour 48 mins,40 - 59,55.0,45.0,Construction,Manufacturing,Retail trade,34.0,54.0,13.0,1,,,,,,,,2,,,,1,,,,5,643000.0,41,,12,655000.0,51,,12,Gembrook,3783
1 hour 31 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,Tremont,3785
1 hour 35 mins,40 - 59,55.0,45.0,Health Care/Social,Education & training,Manufacturing,36.0,53.0,11.0,1,,,,,,,,,,,,,,,,1,644000.0,35,,14,784000.0,101,,12,Ferny Creek,3786
1 hour 30 mins,40 - 59,55.0,45.0,Health Care/Social,Retail trade,Education & training,38.0,50.0,12.0,2,,,,,,,,,,,,,,,,1,,,,4,,,,8,Sassafras,3787
2 hours 23 mins,40 - 59,54.0,46.0,Education & training,Health Care/Social,Professional/Technical,38.0,46.0,16.0,1,,,,,,,,,,,,,,,,5,,,,8,825000.0,170,,15,Olinda,3788
1 hour 32 mins,40 - 59,56.0,44.0,Education & training,Construction,Manufacturing,44.0,35.0,21.0,0,,,,,,,,,,,,,,,,,,,,3,,,,1,Sherbrooke,3789
1 hour 26 mins,40 - 59,53.0,47.0,Education & training,Health Care/Social,Manufacturing,37.0,52.0,11.0,1,,,,,,,,,,,,,,,,2,550000.0,40,,12,,,,8,Kallista,3791
1 hour 44 mins,40 - 59,57.0,43.0,Education & training,Health Care/Social,Construction,43.0,47.0,10.0,1,,,,,,,,,,,,,,,,,600000.0,23,,11,691000.0,,,11,The Patch,3792
1 hour 41 mins,40 - 59,52.0,48.0,Construction,Retail trade,Manufacturing,36.0,45.0,19.0,3,,,,,,,,,,,,,,,,3,544000.0,21,,32,743000.0,34,,19,Monbulk,3793
1 hour 45 mins,40 - 59,57.0,43.0,Agriculture,Manufacturing,Retail trade,43.0,37.0,20.0,1,,,,,,,,,,,,,,,,,,,,3,,,,7,Silvan,3795
1 hour 31 mins,40 - 59,52.0,48.0,Construction,Manufacturing,Health Care/Social,29.0,57.0,14.0,3,,,,,,,,3,,,,1,550000.0,,,11,555000.0,22,,74,665000.0,41,,47,Mount Evelyn,3796
--,40 - 59,52.0,48.0,Manufacturing,Construction,Retail trade,40.0,50.0,10.0,1,,,,,,,,,,,,,,,,,,,,2,,,,1,Gladysdale,3797
--,40 - 59,43.0,57.0,Manufacturing,Retail trade,Health Care/Social,33.0,52.0,15.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Powelltown,3797
1 hour 51 mins,40 - 59,48.0,52.0,Health Care/Social,Construction,Retail trade,33.0,40.0,26.0,3,,,,,,,,,,,,6,365000.0,57,,12,440000.0,48,,25,543000.0,37,,12,Yarra Junction,3797
--,40 - 59,59.0,41.0,Construction,Retail trade,Agriculture,36.0,51.0,13.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Three Bridges,3797
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Gilderoy,3797
2 hours 25 mins,40 - 59,46.0,54.0,Health Care/Social,Manufacturing,Retail trade,38.0,50.0,12.0,0,,,,,,,,,,,,,,,,4,370000.0,32,,16,,,,6,East Warburton,3799
2 hours 12 mins,40 - 59,40.0,60.0,Education & training,Health Care/Social,Manufacturing,34.0,37.0,29.0,1,,,,,,,,1,,,,,342000.0,59,,11,410000.0,93,,43,471000.0,81,,18,Warburton,3799
1 hour 57 mins,40 - 59,49.0,51.0,Manufacturing,Construction,Health Care/Social,38.0,46.0,16.0,1,,,,,,,,,,,,,,,,2,,,,7,658000.0,,,11,Wesburn,3799
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,Big Pats Creek,3799
2 hours 2 mins,40 - 59,34.0,66.0,Manufacturing,Health Care/Social,Retail trade,30.0,46.0,24.0,1,,,,,,,,,,,,,262000.0,,,13,300000.0,35,,21,,,,4,Millgrove,3799
--,40 - 59,34.0,66.0,Construction,Wholesale trade,Hospitality,38.0,46.0,16.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,McMahons Creek,3799
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Reefton,3799
1 hour 24 mins,40 - 59,55.0,45.0,Manufacturing,Retail trade,Health Care/Social,34.0,46.0,20.0,3,,,,,,,,4,,,,4,,,,1,555000.0,25,84%,139,620000.0,43,76%,122,Endeavour Hills,3802
1 hour 12 mins,20 - 39,53.0,47.0,Manufacturing,Retail trade,Health Care/Social,28.0,46.0,25.0,2,,,,,330000.0,,,13,395000.0,97,,17,350000.0,,,13,500000.0,24,,85,553000.0,36,,42,Hallam,3803
1 hour 30 mins,40 - 59,61.0,39.0,Construction,Retail trade,Manufacturing,37.0,56.0,7.0,3,,,,,,,,,,,,,,,,,966000.0,60,,16,1025000.0,69,46%,51,Narre Warren North,3804
1 hour 33 mins,40 - 59,58.0,42.0,Construction,Manufacturing,Retail trade,50.0,50.0,0.0,0,,,,,,,,,,,,,,,,,,,,3,,,,,Narre Warren East,3804
1 hour 17 mins,20 - 39,51.0,49.0,Manufacturing,Retail trade,Construction,24.0,50.0,25.0,3,,,,,350000.0,34,,22,,,,7,339000.0,53,,13,511000.0,23,73%,272,574000.0,32,80%,142,Narre Warren,3805
1 hour 20 mins,20 - 39,59.0,41.0,Manufacturing,Retail trade,Construction,18.0,66.0,15.0,3,,,,,,,,2,,,,2,,,,1,487000.0,30,69%,119,600000.0,29,55%,290,Narre Warren South,3805
1 hour 15 mins,40 - 59,56.0,44.0,Manufacturing,Retail trade,Health Care/Social,26.0,51.0,22.0,3,,,,,380000.0,67,,23,506000.0,62,,19,455000.0,29,,27,550000.0,35,75%,361,667000.0,44,58%,438,Berwick,3806
2 hours 2 mins,40 - 59,58.0,42.0,Construction,Health Care/Social,Manufacturing,52.0,39.0,9.0,1,,,,,,,,,,,,,,,,1,,,,5,,,,2,Harkaway,3806
1 hour 13 mins,40 - 59,57.0,43.0,Construction,Manufacturing,Retail trade,27.0,56.0,18.0,2,,,,,,,,3,,,,4,,,,4,550000.0,44,,45,660000.0,49,60%,67,Beaconsfield,3807
--,40 - 59,56.0,44.0,Construction,Retail trade,Health Care/Social,39.0,49.0,12.0,0,,,,,,,,,,,,,,,,,,,,1,,,,2,Guys Hill,3807
--,40 - 59,61.0,39.0,Construction,Manufacturing,Education & training,40.0,53.0,7.0,1,,,,,,,,,,,,,,,,1,,,,9,865000.0,48,,14,Beaconsfield Upper,3808
--,60+,56.0,44.0,Construction,Wholesale trade,Health Care/Social,53.0,33.0,13.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Dewhurst,3808
1 hour 12 mins,20 - 39,50.0,50.0,Construction,Manufacturing,Retail trade,24.0,56.0,20.0,3,,,,,,,,,,,,,,,,3,442000.0,29,,66,530000.0,37,,88,Officer,3809
1 hour 16 mins,20 - 39,48.0,52.0,Manufacturing,Retail trade,Construction,19.0,49.0,32.0,3,,,,,287000.0,46,,43,329000.0,45,,42,313000.0,55,,24,420000.0,35,68%,398,480000.0,41,60%,506,Pakenham,3810
3 hours 6 mins,40 - 59,65.0,35.0,Construction,Manufacturing,Health Care/Social,41.0,49.0,10.0,0,,,,,,,,,,,,,,,,1,,,,3,,,,5,Pakenham Upper,3810
1 hour 11 mins,40 - 59,53.0,47.0,Construction,Retail trade,Manufacturing,40.0,42.0,17.0,2,,,,,,,,,,,,,,,,3,,,,6,,,,3,Nar Nar Goon,3812
--,40 - 59,60.0,40.0,Manufacturing,Construction,Education & training,38.0,55.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,3,Maryknoll,3812
--,40 - 59,55.0,45.0,Construction,Agriculture,Retail trade,45.0,45.0,11.0,0,,,,,,,,,,,,,,,,,,,,1,,,,2,Nar Nar Goon North,3812
1 hour 15 mins,40 - 59,54.0,46.0,Construction,Manufacturing,Retail trade,33.0,45.0,22.0,1,,,,,,,,,,,,,,,,,,,,3,,,,2,Tynong,3813
--,40 - 59,59.0,41.0,Construction,Agriculture,Manufacturing,37.0,43.0,20.0,0,,,,,,,,,,,,,,,,1,,,,2,,,,,Tynong North,3813
1 hour 19 mins,40 - 59,54.0,46.0,Construction,Manufacturing,Retail trade,34.0,47.0,18.0,1,,,,,,,,5,,,,2,,,,,375000.0,77,,15,525000.0,,,11,Garfield,3814
--,40 - 59,59.0,41.0,Agriculture,Manufacturing,Construction,40.0,40.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Cora Lynn,3814
--,40 - 59,50.0,50.0,Construction,Agriculture,Professional/Technical,46.0,49.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Garfield North,3814
1 hour 23 mins,40 - 59,55.0,45.0,Construction,Manufacturing,Health Care/Social,36.0,47.0,17.0,2,,,,,,,,2,,,,1,,,,4,451000.0,68,,28,583000.0,52,,14,Bunyip,3815
--,40 - 59,50.0,50.0,Agriculture,Construction,Manufacturing,38.0,39.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Iona,3815
--,40 - 59,63.0,37.0,Construction,Retail trade,Agriculture,41.0,37.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Tonimbuk,3815
1 hour 26 mins,40 - 59,44.0,56.0,Construction,Manufacturing,Retail trade,29.0,49.0,21.0,1,,,,,,,,2,,,,4,,,,,320000.0,143,,32,366000.0,51,,20,Longwarry,3816
--,40 - 59,55.0,45.0,Agriculture,Construction,Retail trade,44.0,31.0,26.0,0,,,,,,,,,,,,,,,,,,,,3,,,,,Longwarry North,3816
--,40 - 59,51.0,49.0,Agriculture,Construction,Retail trade,45.0,41.0,14.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Labertouche,3816
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Modella,3816
1 hour 41 mins,40 - 59,50.0,50.0,Construction,Manufacturing,Health Care/Social,36.0,37.0,27.0,3,,,,,245000.0,37,,13,331000.0,,,10,280000.0,88,,25,345000.0,59,58%,166,405000.0,103,,132,Drouin,3818
--,40 - 59,57.0,43.0,Agriculture,Construction,Manufacturing,43.0,37.0,20.0,0,,,,,,,,,,,,,,,,,,,,2,,,,,Jindivick,3818
--,40 - 59,58.0,42.0,Agriculture,Education & training,Construction,53.0,38.0,9.0,0,,,,,,,,,,,,,,,,,,,,3,,,,2,Drouin West,3818
--,60+,60.0,40.0,Agriculture,Retail trade,Health Care/Social,42.0,36.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,2,Drouin South,3818
--,40 - 59,54.0,46.0,Agriculture,Health Care/Social,Construction,43.0,40.0,17.0,1,,,,,,,,,,,,,,,,1,,,,2,,,,,Drouin East,3818
--,40 - 59,57.0,43.0,Agriculture,Construction,Retail trade,44.0,42.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Hallora,3818
--,40 - 59,56.0,44.0,Agriculture,Construction,Wholesale trade,44.0,40.0,16.0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,Ripplebrook,3818
--,40 - 59,47.0,53.0,Agriculture,Retail trade,Wholesale trade,26.0,54.0,20.0,1,,,,,,,,,,,,,,,,,,,,,,,,1,Athlone,3818
1 hour 47 mins,40 - 59,51.0,49.0,Health Care/Social,Retail trade,Education & training,38.0,34.0,28.0,3,,,,2,265000.0,70,,27,,,,8,255000.0,48,,29,339000.0,69,50%,194,450000.0,117,,124,Warragul,3820
--,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Bona Vista,3820
--,40 - 59,52.0,48.0,Agriculture,Construction,Retail trade,45.0,42.0,13.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Ellinbank,3821
2 hours 37 mins,40 - 59,63.0,37.0,Construction,Agriculture,Education & training,47.0,45.0,9.0,1,,,,,,,,,,,,,,,,,,,,4,,,,1,Buln Buln,3821
2 hours 36 mins,40 - 59,57.0,43.0,Construction,Manufacturing,Retail trade,32.0,58.0,9.0,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,Nilma,3821
2 hours 41 mins,40 - 59,52.0,48.0,Health Care/Social,Construction,Retail trade,34.0,52.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Rokeby,3821
--,40 - 59,61.0,39.0,Manufacturing,Health Care/Social,Construction,48.0,41.0,11.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Buln Buln East,3821
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Crossover,3821
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Ferndale,3821
--,60+,69.0,31.0,Agriculture,Education & training,Manufacturing,49.0,41.0,11.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Nilma North,3821
--,40 - 59,64.0,36.0,Agriculture,Health Care/Social,Education & training,53.0,28.0,19.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Warragul South,3821
2 hours 36 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Brandy Creek,3821
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Seaview,3821
--,40 - 59,60.0,40.0,Agriculture,Construction,Manufacturing,51.0,30.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shady Creek,3821
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Tetoora Road,3821
--,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Lardner,3821
--,40 - 59,57.0,43.0,Agriculture,Health Care/Social,Construction,50.0,30.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Cloverlea,3822
2 hours 36 mins,40 - 59,57.0,43.0,Agriculture,Construction,Health Care/Social,37.0,52.0,11.0,1,,,,,,,,,,,,,,,,1,,,,6,,,,1,Darnum,3822
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gainsborough,3822
1 hour 57 mins,40 - 59,52.0,48.0,Agriculture,Health Care/Social,Retail trade,40.0,40.0,19.0,0,,,,,,,,3,,,,,,,,4,335000.0,68,,16,,,,6,Yarragon,3823
--,40 - 59,60.0,40.0,Health Care/Social,Public Sector/Safety,Education & training,54.0,35.0,11.0,0,,,,,,,,,,,,,,,,,,,,2,,,,,Yarragon South,3823
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Allambee,3823
--,40 - 59,55.0,45.0,Agriculture,Education & training,Health Care/Social,60.0,31.0,9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Narracan,3824
2 hours 3 mins,40 - 59,51.0,49.0,Health Care/Social,Construction,Retail trade,36.0,40.0,24.0,2,,,,,,,,1,,,,1,,,,5,314000.0,173,,44,417000.0,176,,29,Trafalgar,3824
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Thorpdale South,3824
--,40 - 59,60.0,40.0,Agriculture,Construction,Retail trade,43.0,45.0,12.0,0,,,,,,,,,,,,,,,,1,,,,1,,,,2,Trafalgar East,3824
--,40 - 59,70.0,30.0,Agriculture,Manufacturing,Public Sector/Safety,49.0,34.0,17.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Trafalgar South,3824
2 hours 26 mins,40 - 59,39.0,61.0,Health Care/Social,Retail trade,Manufacturing,36.0,26.0,38.0,3,,,,2,137000.0,229,,18,,,,2,148000.0,109,,26,195000.0,107,,98,270000.0,156,,25,Moe,3825
2 hours 31 mins,40 - 59,46.0,54.0,Retail trade,Health Care/Social,Construction,38.0,34.0,28.0,3,,,,2,,,,3,,,,,,,,3,220000.0,188,,78,300000.0,184,,29,Newborough,3825
--,40 - 59,59.0,41.0,Agriculture,Public Sector/Safety,Education & training,41.0,44.0,15.0,1,,,,,,,,,,,,,,,,1,,,,6,,,,,Willow Grove,3825
--,40 - 59,63.0,37.0,Construction,Health Care/Social,Retail trade,50.0,40.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Moe South,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Fumina,3825
2 hours 29 mins,40 - 59,48.0,52.0,Health Care/Social,Construction,Retail trade,42.0,40.0,17.0,1,,,,,,,,,,,,,,,,2,175000.0,205,,10,,,,6,Yallourn North,3825
--,40 - 59,54.0,46.0,Agriculture,Public Sector/Safety,Hospitality,44.0,37.0,19.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Erica,3825
--,60+,39.0,61.0,Hospitality,Construction,Health Care/Social,49.0,29.0,23.0,1,,,,,,,,,,,,,,,,1,,,,3,,,,,Rawson,3825
--,60+,53.0,47.0,Agriculture,Construction,Education & training,56.0,34.0,9.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Hill End,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Moondarra,3825
--,40 - 59,59.0,41.0,Agriculture,Health Care/Social,Retail trade,51.0,32.0,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Tanjil South,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Coalville,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Fumina South,3825
--,40 - 59,59.0,41.0,Construction,Health Care/Social,Education & training,41.0,56.0,4.0,0,,,,,,,,,,,,,,,,,,,,1,,,,2,Hernes Oak,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Westbury,3825
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Tanjil East,3825
2 hours 45 mins,40 - 59,54.0,46.0,Health Care/Social,Education & training,Agriculture,41.0,40.0,19.0,2,,,,,,,,,,,,,,,,7,,,,5,,,,7,Neerim South,3831
2 hours 39 mins,40 - 59,56.0,44.0,Agriculture,Education & training,Health Care/Social,53.0,38.0,9.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Neerim,3831
--,40 - 59,56.0,44.0,Agriculture,Health Care/Social,Wholesale trade,39.0,48.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Neerim East,3831
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Neerim North,3832
2 hours 49 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Neerim Junction,3832
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,1,,,,1,Nayook,3832
--,60+,46.0,54.0,Hospitality,Administration,Agriculture,40.0,30.0,30.0,0,,,,,,,,,,,,,,,,3,,,,1,,,,,Tanjil Bren,3833
3 hours 2 mins,40 - 59,44.0,56.0,Agriculture,Manufacturing,Hospitality,52.0,31.0,17.0,1,,,,,,,,,,,,,,,,5,,,,1,,,,,Noojee,3833
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Icy Creek,3833
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Vesper,3833
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Piedmont,3833
--,40 - 59,52.0,48.0,Agriculture,Construction,Health Care/Social,42.0,35.0,22.0,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,Thorpdale,3835
3 hours 35 mins,40 - 59,65.0,35.0,Retail trade,Manufacturing,Health Care/Social,43.0,50.0,7.0,1,,,,,,,,,,,,,,,,1,,,,3,,,,5,Hazelwood North,3840
2 hours 22 mins,60+,40.0,60.0,Retail trade,Health Care/Social,Manufacturing,36.0,27.0,37.0,3,,,,2,164000.0,235,,16,,,,3,171000.0,153,,18,184000.0,263,50%,143,240000.0,338,,41,Morwell,3840
--,40 - 59,63.0,37.0,Education & training,Construction,Utilities,56.0,39.0,5.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Jeeralang Junction,3840
--,40 - 59,60.0,40.0,Public Sector/Safety,Utilities,Manufacturing,46.0,50.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Hazelwood South,3840
--,40 - 59,60.0,40.0,Agriculture,Education & training,Health Care/Social,48.0,32.0,20.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Hazelwood,3840
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Jeeralang,3840
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Driffield,3840
3 hours 3 mins,20 - 39,43.0,57.0,Retail trade,Health Care/Social,Education & training,34.0,33.0,32.0,3,,,,,,,,,,,,,,,,1,185000.0,165,,44,,,,8,Churchill,3842
2 hours 22 mins,20 - 39,47.0,53.0,Health Care/Social,Retail trade,Manufacturing,31.0,38.0,31.0,3,,,,3,195000.0,495,,16,,,,8,193000.0,256,,40,265000.0,196,30%,248,389000.0,211,,119,Traralgon,3844
--,40 - 59,55.0,45.0,Construction,Health Care/Social,Retail trade,52.0,37.0,12.0,0,,,,,,,,,,,,,,,,1,,,,1,,,,2,Callignee,3844
2 hours 54 mins,40 - 59,58.0,42.0,Health Care/Social,Manufacturing,Retail trade,45.0,48.0,7.0,0,,,,,,,,,,,,,,,,2,,,,4,,,,2,Tyers,3844
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,,,,1,Carrajung,3844
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Flynns Creek,3844
3 hours 13 mins,5 - 19,64.0,36.0,Health Care/Social,Utilities,Construction,33.0,63.0,4.0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,Traralgon South,3844
3 hours 37 mins,40 - 59,41.0,59.0,Agriculture,Manufacturing,Health Care/Social,41.0,45.0,14.0,0,,,,,,,,,,,,,,,,,,,,3,,,,,Carrajung Lower,3844
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Flynn,3844
3 hours 21 mins,40 - 59,65.0,35.0,Retail trade,Manufacturing,Health Care/Social,37.0,53.0,10.0,0,,,,,,,,,,,,1,,,,,,,,5,450000.0,327,,13,Traralgon East,3844
3 hours 2 mins,40 - 59,51.0,49.0,Retail trade,Manufacturing,Health Care/Social,42.0,38.0,20.0,1,,,,,,,,,,,,,,,,2,208000.0,420,,18,,,,6,Rosedale,3847
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Willung,3847
--,40 - 59,57.0,43.0,Agriculture,Health Care/Social,Wholesale trade,19.0,48.0,33.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Nambrok,3847
--,40 - 59,53.0,47.0,Agriculture,Health Care/Social,Professional/Technical,35.0,39.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Willung South,3847
2 hours 59 mins,40 - 59,48.0,52.0,Health Care/Social,Retail trade,Public Sector/Safety,34.0,32.0,35.0,3,,,,1,191000.0,,,11,,,,8,225000.0,217,,31,280000.0,110,60%,121,357000.0,169,,70,Sale,3850
3 hours 57 mins,5 - 19,55.0,45.0,Retail trade,Health Care/Social,Public Sector/Safety,24.0,46.0,30.0,1,,,,,,,,1,,,,,,,,3,,,,5,,,,6,Wurruk,3850
--,60+,54.0,46.0,Agriculture,Health Care/Social,Retail trade,50.0,32.0,19.0,0,,,,,,,,,,,,,,,,7,230000.0,328,,11,,,,5,Golden Beach,3851
6 hours 15 mins,40 - 59,62.0,38.0,Health Care/Social,Construction,Mining,34.0,55.0,11.0,1,,,,,,,,,,,,,,,,,,,,2,,,,3,Longford,3851
--,40 - 59,46.0,54.0,Agriculture,Education & training,Public Sector/Safety,48.0,29.0,23.0,1,,,,,,,,,,,,,,,,3,,,,3,,,,1,Seaspray,3851
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,2,,,,2,The Honeysuckles,3851
--,40 - 59,60.0,40.0,Agriculture,Retail trade,Education & training,41.0,37.0,22.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Cobains,3851
6 hours 42 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,4,,,,,Paradise Beach,3851
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,The Heart,3851
--,40 - 59,55.0,45.0,Agriculture,Construction,Retail trade,34.0,48.0,18.0,0,,,,,,,,,,,,,,,,,,,,2,,,,1,Kilmany,3851
--,40 - 59,55.0,45.0,Agriculture,Retail trade,Education & training,47.0,34.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Stradbroke,3851
6 hours 18 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Dutson,3851
--,20 - 39,23.0,77.0,Utilities,Manufacturing,Retail trade,36.0,21.0,43.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Fulham,3851
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Myrtlebank,3851
--,40 - 59,63.0,37.0,Health Care/Social,Construction,Agriculture,35.0,49.0,16.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Glengarry North,3854
2 hours 55 mins,40 - 59,60.0,40.0,Construction,Manufacturing,Health Care/Social,43.0,43.0,14.0,1,,,,,,,,,,,,,,,,,273000.0,241,,13,,,,5,Glengarry,3854
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Glengarry West,3854
3 hours 4 mins,40 - 59,51.0,49.0,Health Care/Social,Retail trade,Construction,37.0,54.0,9.0,1,,,,,,,,,,,,,,,,,,,,7,,,,4,Toongabbie,3856
3 hours 5 mins,40 - 59,51.0,49.0,Agriculture,Education & training,Health Care/Social,37.0,42.0,21.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Cowwarr,3857
3 hours 11 mins,60+,48.0,52.0,Manufacturing,Retail trade,Health Care/Social,42.0,34.0,24.0,2,,,,,,,,1,,,,,,,,1,218000.0,128,,14,,,,4,Heyfield,3858
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Dawson,3858
--,40 - 59,58.0,42.0,Agriculture,Health Care/Social,Manufacturing,39.0,36.0,25.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Denison,3858
--,40 - 59,58.0,42.0,Education & training,Agriculture,Health Care/Social,60.0,31.0,9.0,0,,,,,,,,,,,,,,,,,,,,4,,,,1,Glenmaggie,3858
--,40 - 59,53.0,47.0,Agriculture,Manufacturing,Health Care/Social,45.0,38.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Seaton,3858
